5,0,1.000045,1.0000449419021606,4700494784,37602268354.53459,0,1083104,20,5,1500,false
5,1.000045,2.000107,1.0000619888305664,5029232640,40231367224.59366,0,1455240,29,14,1500,false
5,2.000107,3.000175,1.000067949295044,4934860800,39476204019.76585,0,1879504,22,1,1500,false
5,3.000175,4.000075,0.9998999834060669,4550819840,36410200344.222855,0,2667216,22,5,1500,false
5,4.000075,5.000036,0.9999610185623169,5037096960,40298346567.48545,0,3111752,26,1,1500,false
5,5.000036,6.000136,1.000100016593933,4917821440,39338637003.51694,0,4681384,24,5,1500,false
5,6.000136,7.000031,0.9998949766159058,4609802240,36882291423.0584,0,4681384,61,39,1500,false
5,7.000031,8.000168,1.0001369714736938,4903403520,39221855884.59848,0,4915960,35,12,1500,false
5,8.000168,9.00029,1.0001219511032104,4681891840,37450567581.96752,0,5419864,38,30,1500,false
5,9.00029,10.000253,0.9999629855155945,4824760320,38599511301.00911,0,5694984,27,10,1500,false
