5,0,1.000324,1.000324010848999,818120,6542840.04884091,24,10136,11690,544,1500,false
5,1.000324,2.001656,1.0013320446014404,195480,1561759.6664675346,14,4344,22439,15964,1500,false
5,2.001656,3.059041,1.057384967803955,0,0,3,1448,19498,13023,1500,false
5,3.059041,4.000802,0.9417610168457031,0,0,1,1448,19498,13023,1500,false
5,4.000802,5.054699,1.0538970232009888,0,0,0,1448,19498,13023,1500,false
5,5.054699,6.058404,1.0037050247192383,195480,1558067.3220575394,6,1448,111049,198912,1500,false
5,6.058404,7.057816,0.9994120001792908,0,0,0,1448,111049,198912,1500,false
5,7.057816,8.001247,0.94343101978302,0,0,0,1448,111049,198912,1500,false
5,8.001247,9.033301,1.0320539474487305,0,0,6,5792,28717,29241,1500,false
5,9.033301,10.002053,0.9687520265579224,195480,1614283.0746444864,21,7240,12955,2095,1500,false
