1 24.9
2 13.8
3 10.8
4 10.8
5 10.8
6 10.6
7 10.7
8 10.8
9 10.9
10 10.8
11 10.7
12 10.7
13 10.9
14 10.7
15 10.8
16 10.8
17 10.1
18 10.7
19 11.1
20 0.084
21 10.7
22 10.6
23 10.9
24 10.9
25 10.8
26 10.7
27 10.7
28 10.8
29 0.094
30 10.7
31 0.137
32 10.8
33 0.087
34 10.7
35 10.8
36 10.9
37 10.7
38 11.0
39 11.0
40 10.8
41 10.8
42 11.0
43 10.8
44 10.6
45 10.2
46 10.7
47 10.8
48 10.4
49 10.2
50 10.6
51 10.6
52 10.8
53 10.7
54 10.6
55 10.9
56 10.9
57 10.4
58 11.1
59 10.1
60 10.8
61 10.8
62 11.0
63 10.7
64 10.9
65 10.7
66 11.0
67 11.0
68 10.8
69 10.7
70 10.7
71 10.9
72 11.1
73 10.8
74 10.7
75 11.0
76 10.6
77 11.0
78 10.7
79 11.0
80 10.9
81 10.4
82 11.0
83 10.6
84 10.6
85 10.7
86 11.0
87 10.7
88 10.8
89 10.9
90 10.9
91 10.8
92 10.6
93 10.9
94 14.6
95 10.9
96 10.8
97 11.0
98 10.8
99 11.0
100 10.9
