1 394
2 282
3 196
4 430
5 333
6 357
7 304
8 264
9 482
10 377
11 529
12 220
13 262
14 199
15 266
16 265
17 203
18 250
19 261
20 264
21 286
22 264
23 281
24 342
25 203
26 258
27 229
28 279
29 256
30 205
31 331
32 331
33 450
34 337
35 414
36 470
37 402
38 179
39 418
40 440
41 401
42 544
43 239
44 446
45 373
46 559
47 403
48 398
49 282
50 394
51 380
52 408
53 243
54 379
55 288
56 257
57 238
58 233
59 362
60 251
61 359
62 260
63 312
64 191
65 206
66 204
67 296
68 233
69 341
70 468
71 385
72 441
73 459
74 264
75 307
76 343
77 357
78 467
79 493
80 346
81 399
82 370
83 427
84 238
85 319
86 233
87 254
88 262
89 286
90 279
91 245
92 399
93 264
94 311
95 212
96 325
97 282
98 359
99 209
100 192
